Season,Team,Player,Nationality,Role,Age,Presences,Gol,Assist,Penalty Goal,Penalty Attempt,Expected Goals,Expected Assists,Progressive Carries,Progressive Passes,Progressive Receptions,Goals per 90 minutes,Assists per 90 minutes,Expected Goals per 90 minutes,Expected Assists per 90 minutes
2223,Roma,Niccolò Pisilli,ITA,Centrocampista,17,1,0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0
2223,Roma,Nicola Zalewski,POL,Difensore,20,33,2,1,2,0,1.3,1.2,92,85,99,0.08,0.04,0.05,0.05
2223,Roma,Nicolò Zaniolo,ITA,,23,13,1,0,1,0,2.9,0.9,34,19,69,0.1,0.0,0.29,0.09
2223,Roma,Ola Solbakken,NOR,,23,14,1,2,1,0,0.6,1.6,5,14,35,0.18,0.36,0.11,0.29
2223,Roma,Paulo Dybala,ARG,,28,25,12,6,7,5,9.3,6.9,56,75,109,0.62,0.31,0.48,0.36
2223,Roma,Rick Karsdorp,NED,Difensore,27,13,0,0,0,0,0.3,1.2,16,24,33,0.0,0.0,0.03,0.15
2223,Roma,Roger Ibanez,BRA,Difensore,23,33,3,0,3,0,3.0,0.6,24,77,9,0.1,0.0,0.1,0.02
2223,Roma,Rui Patrício,POR,Portiere,34,35,0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0
2223,Roma,Stephan El Shaarawy,ITA,,29,29,7,2,7,0,5.5,1.4,58,66,136,0.41,0.12,0.33,0.08
2223,Roma,Tammy Abraham,ENG,Attaccante,24,38,8,3,8,0,10.8,3.6,35,54,141,0.33,0.12,0.45,0.15
2223,Roma,Zeki Çelik,TUR,Difensore,25,24,0,1,0,0,0.3,1.6,34,67,76,0.0,0.06,0.02,0.09
2223,Salernitana,Antonio Candreva,ITA,,35,35,7,4,7,0,3.7,4.7,71,135,171,0.23,0.13,0.12,0.15
2223,Salernitana,Antonio Iervolino,ITA,Centrocampista,19,1,0,0,0,0,0.0,0.0,0,2,2,0.0,0.0,0.0,0.0
2223,Salernitana,Boulaye Dia,SEN,Attaccante,25,33,16,6,15,1,8.8,3.1,48,50,140,0.57,0.21,0.31,0.11
2223,Salernitana,Diego Valencia,CHI,,22,12,0,0,0,0,0.1,0.1,1,4,21,0.0,0.0,0.05,0.05
2223,Salernitana,Domagoj Bradarić,CRO,Difensore,22,31,0,3,0,0,0.2,2.3,63,52,107,0.0,0.12,0.01,0.09
2223,Salernitana,Domen Črnigoj,SVN,Centrocampista,26,7,0,0,0,0,0.1,0.4,2,3,9,0.0,0.0,0.03,0.13
2223,Salernitana,Dylan Bronn,TUN,Difensore,27,24,0,0,0,0,0.7,0.4,10,70,5,0.0,0.0,0.03,0.02
2223,Salernitana,Emil Bohinen,NOR,Centrocampista,23,24,0,0,0,0,0.1,0.7,12,31,16,0.0,0.0,0.02,0.07
2223,Salernitana,Erik Botheim,NOR,,22,28,1,3,1,0,0.6,1.8,11,21,61,0.1,0.31,0.06,0.18
2223,Salernitana,Federico Bonazzoli,ITA,Attaccante,25,24,2,1,2,0,2.4,1.1,11,43,67,0.16,0.08,0.19,0.09
2223,Salernitana,Federico Fazio,ARG,Difensore,35,14,1,0,1,0,0.7,0.1,13,40,4,0.08,0.0,0.06,0.01
2223,Salernitana,Flavius Daniliuc,AUT,Difensore,21,27,0,2,0,0,0.6,0.5,14,70,5,0.0,0.08,0.03,0.02
2223,Salernitana,Franck Ribéry,FRA,Centrocampista,39,1,0,0,0,0,0.0,0.0,1,1,4,0.0,0.0,0.0,0.0
2223,Salernitana,Giulio Maggiore,ITA,Centrocampista,24,16,0,0,0,0,0.5,0.5,7,53,13,0.0,0.0,0.05,0.05
2223,Salernitana,Grigoris Kastanos,CYP,,24,28,2,1,2,0,1.9,0.6,27,57,59,0.14,0.07,0.13,0.05
2223,Salernitana,Guillermo Ochoa,MEX,Portiere,37,20,0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0
2223,Salernitana,Hans Nicolussi Caviglia,ITA,Centrocampista,22,12,1,0,1,0,0.4,0.0,4,19,2,0.15,0.0,0.07,0.01
2223,Salernitana,Ivan Radovanović,SRB,,33,10,0,0,0,0,0.2,0.0,2,16,2,0.0,0.0,0.03,0.0
2223,Salernitana,Julian Kristoffersen,NOR,Attaccante,25,1,0,0,0,0,0.0,0.0,0,0,2,0.0,0.0,0.0,0.0
2223,Salernitana,Junior Sambia,FRA,Difensore,25,22,0,1,0,0,0.6,1.6,23,27,38,0.0,0.13,0.08,0.21
2223,Salernitana,Krzysztof Piątek,POL,Attaccante,27,33,4,5,3,1,8.3,2.1,27,33,121,0.17,0.21,0.35,0.09
2223,Salernitana,Lassana Coulibaly,MLI,Centrocampista,26,35,3,3,3,0,0.8,1.8,52,120,59,0.09,0.09,0.03,0.06
2223,Salernitana,Lorenzo Pirola,ITA,Difensore,20,26,2,0,2,0,1.5,0.4,13,43,4,0.09,0.0,0.07,0.02
2223,Salernitana,Luigi Sepe,ITA,Portiere,31,17,0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0
2223,Salernitana,Matteo Lovato,ITA,Difensore,22,17,0,0,0,0,0.0,0.0,1,8,1,0.0,0.0,0.0,0.0
2223,Salernitana,Norbert Gyömbér,SVK,Difensore,30,27,0,1,0,0,0.7,0.6,5,45,2,0.0,0.05,0.04,0.03
2223,Salernitana,Pasquale Mazzocchi,ITA,Difensore,27,27,2,3,2,0,1.3,2.6,70,60,102,0.09,0.14,0.06,0.12
2223,Salernitana,Tonny Vilhena,NED,Centrocampista,27,33,4,1,4,0,2.4,1.7,30,80,59,0.16,0.04,0.1,0.07
2223,Salernitana,Vincenzo Fiorillo,ITA,Portiere,32,1,0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0
2223,Salernitana,William Troost-Ekong,NGA,Difensore,28,9,1,0,1,0,0.7,0.0,1,6,0,0.2,0.0,0.14,0.0
2223,Sampdoria,Abdelhamid Sabiri,MAR,,25,18,2,0,1,1,3.0,1.4,7,49,54,0.17,0.0,0.26,0.12
2223,Sampdoria,Alessandro Zanoli,ITA,Difensore,21,22,2,3,2,0,2.6,1.2,50,36,60,0.12,0.18,0.15,0.07
2223,Sampdoria,Alex Ferrari,ITA,Difensore,28,12,0,0,0,0,0.2,0.4,7,25,3,0.0,0.0,0.02,0.04
2223,Sampdoria,Andrea Conti,ITA,Difensore,28,1,0,0,0,0,0.0,0.0,0,1,2,0.0,0.0,0.0,0.0
2223,Sampdoria,Bartosz Bereszyński,POL,Difensore,30,15,0,0,0,0,0.1,0.1,20,44,40,0.0,0.0,0.01,0.01
2223,Sampdoria,Bram Nuytinck,NED,Difensore,32,19,0,1,0,0,0.3,0.3,4,23,3,0.0,0.06,0.02,0.02
2223,Sampdoria,Bruno Amione,ARG,Difensore,20,26,1,1,1,0,0.9,0.6,11,54,9,0.04,0.04,0.04,0.03
2223,Sampdoria,Daniele Montevago,ITA,Attaccante,19,6,0,0,0,0,0.5,0.2,1,0,10,0.0,0.0,0.19,0.09
2223,Sampdoria,Emil Audero,ITA,Portiere,25,25,0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0
2223,Sampdoria,Emirhan İlkhan,TUR,Centrocampista,18,8,0,0,0,0,0.0,0.1,1,5,8,0.0,0.0,0.02,0.05
2223,Sampdoria,Fabio Depaoli,ITA,,25,3,0,0,0,0,0.2,0.4,2,10,6,0.0,0.0,0.12,0.26
2223,Sampdoria,Fabio Quagliarella,ITA,Attaccante,39,23,1,1,1,0,2.8,0.7,5,25,72,0.11,0.11,0.31,0.08
2223,Sampdoria,Filip Đuričić,SRB,,30,32,3,0,3,0,2.7,1.9,39,77,83,0.12,0.0,0.11,0.08
2223,Sampdoria,Flavio Paoletti,ITA,Centrocampista,19,12,0,0,0,0,0.0,0.0,7,8,8,0.0,0.0,0.0,0.01
2223,Sampdoria,Francesco Caputo,ITA,Attaccante,34,15,1,0,1,0,1.9,0.5,6,11,76,0.08,0.0,0.15,0.04
2223,Sampdoria,Gerard Yepes,ESP,Centrocampista,19,5,0,0,0,0,0.1,0.0,3,7,6,0.0,0.0,0.03,0.01
2223,Sampdoria,Gonzalo Villar,ESP,Centrocampista,24,15,0,0,0,0,0.0,0.0,9,26,2,0.0,0.0,0.0,0.0
2223,Sampdoria,Harry Winks,ENG,Centrocampista,26,20,0,0,0,0,0.6,1.3,19,117,17,0.0,0.0,0.03,0.07
2223,Sampdoria,Ignacio Pussetto,ARG,,26,5,0,0,0,0,0.2,0.2,2,1,17,0.0,0.0,0.09,0.11
2223,Sampdoria,Jeison Murillo,COL,Difensore,30,20,0,0,0,0,0.2,0.0,8,35,3,0.0,0.0,0.02,0.0
2223,Sampdoria,Jesé,ESP,Attaccante,29,11,1,1,1,0,0.3,0.5,1,1,15,0.43,0.43,0.13,0.2
2223,Sampdoria,Koray Günter,GER,Difensore,27,10,0,0,0,0,0.1,0.2,4,21,2,0.0,0.0,0.01,0.02
2223,Sampdoria,Lorenzo Malagrida,ITA,,18,6,0,0,0,0,0.2,0.1,1,4,10,0.0,0.0,0.12,0.09
2223,Sampdoria,Manolo Gabbiadini,ITA,Attaccante,30,35,7,2,7,0,7.4,4.5,32,55,111,0.27,0.08,0.28,0.17
2223,Sampdoria,Manuel De Luca,ITA,Attaccante,24,2,0,0,0,0,0.0,0.0,0,0,4,0.0,0.0,0.0,0.0
2223,Sampdoria,Marios Oikonomou,GRE,Difensore,29,6,0,0,0,0,0.3,0.0,0,2,0,0.0,0.0,0.13,0.0
2223,Sampdoria,Martin Turk,SVN,Portiere,18,4,0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0
2223,Sampdoria,Mehdi Léris,ALG,,24,32,1,1,1,0,3.4,1.8,56,62,165,0.04,0.04,0.13,0.07
2223,Sampdoria,Mickaël Cuisance,FRA,Centrocampista,22,12,0,0,0,0,0.5,0.7,11,23,31,0.0,0.0,0.07,0.1
2223,Sampdoria,Mihailo Ivanović,SRB,Attaccante,17,1,0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0
2223,Sampdoria,Nicola Murru,ITA,Difensore,27,20,0,0,0,0,0.0,0.1,7,27,13,0.0,0.0,0.0,0.01
2223,Sampdoria,Nicola Ravaglia,ITA,Portiere,33,9,0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0
2223,Sampdoria,Omar Colley,GAM,Difensore,29,16,1,0,1,0,1.2,0.0,3,33,2,0.07,0.0,0.08,0.0
2223,Sampdoria,Ronaldo Vieira,ENG,Centrocampista,24,16,0,0,0,0,0.4,0.0,6,39,5,0.0,0.0,0.04,0.0
2223,Sampdoria,Sam Lammers,NED,Attaccante,25,19,1,1,1,0,2.5,1.2,17,19,65,0.08,0.08,0.2,0.1
2223,Sampdoria,Samuel Ntanda,BEL,Centrocampista,17,1,0,0,0,0,0.1,0.0,0,0,1,0.0,0.0,3.77,0.0
2223,Sampdoria,Telasco Segovia,VEN,Centrocampista,19,1,0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0
2223,Sampdoria,Tommaso Augello,ITA,Difensore,27,37,2,5,2,0,1.0,3.9,84,119,153,0.06,0.15,0.03,0.11
2223,Sampdoria,Tomás Rincón,VEN,Centrocampista,34,34,0,2,0,0,0.6,1.2,27,122,35,0.0,0.07,0.02,0.04
2223,Sampdoria,Valerio Verre,ITA,Centrocampista,28,18,0,0,0,0,0.6,1.1,16,45,27,0.0,0.0,0.08,0.14
2223,Sassuolo,Abdou Harroui,NED,Centrocampista,24,23,2,0,2,0,1.5,0.3,21,36,32,0.28,0.0,0.2,0.05
2223,Sassuolo,Agustín Álvarez Martínez,URU,Attaccante,21,22,1,1,1,0,1.5,0.4,2,6,19,0.24,0.24,0.36,0.1
2223,Sassuolo,Alessandro Russo,ITA,Portiere,21,1,0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0
2223,Sassuolo,Andrea Consigli,ITA,Portiere,35,35,0,0,0,0,0.0,0.0,0,1,0,0.0,0.0,0.0,0.0
2223,Sassuolo,Andrea Pinamonti,ITA,Attaccante,23,32,5,0,4,1,7.1,1.5,17,29,166,0.21,0.0,0.3,0.06
2223,Sassuolo,Armand Lauriente,FRA,Attaccante,23,28,7,6,6,1,4.7,6.2,127,90,263,0.29,0.25,0.19,0.26
2223,Sassuolo,Davide Frattesi,ITA,Centrocampista,22,36,7,0,7,0,7.8,1.9,73,137,94,0.22,0.0,0.24,0.06
2223,Sassuolo,Domenico Berardi,ITA,Attaccante,27,26,12,7,5,7,11.4,6.6,57,114,213,0.58,0.34,0.55,0.32
2223,Sassuolo,Emil Ceide,NOR,Attaccante,20,19,0,1,0,0,0.8,1.3,37,19,47,0.0,0.17,0.15,0.23
2223,Sassuolo,Filippo Romagna,ITA,Difensore,25,2,0,0,0,0,0.0,0.0,1,0,0,0.0,0.0,0.0,0.0
2223,Sassuolo,Giacomo Raspadori,ITA,Attaccante,22,1,0,0,0,0,0.0,0.0,0,2,4,0.0,0.0,0.0,0.0
2223,Sassuolo,Gian Marco Ferrari,ITA,Difensore,30,33,1,0,1,0,1.2,0.4,11,101,4,0.04,0.0,0.05,0.02
2223,Sassuolo,Gianluca Pegolo,ITA,Portiere,41,2,0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0
2223,Sassuolo,Giorgos Kyriakopoulos,GRE,,26,12,1,1,1,0,1.1,1.4,17,32,46,0.12,0.12,0.13,0.17
2223,Sassuolo,Grégoire Defrel,MTQ,Attaccante,31,27,2,1,2,0,3.5,0.5,11,10,75,0.15,0.08,0.27,0.04
2223,Sassuolo,Hamed Junior Traorè,CIV,,22,11,0,3,0,0,1.0,1.8,14,26,36,0.0,0.46,0.15,0.27
2223,Sassuolo,Janis Antiste,FRA,Attaccante,19,2,1,0,1,0,0.2,0.0,0,1,2,1.73,0.0,0.31,0.0
2223,Sassuolo,Jeremy Toljan,GER,Difensore,27,31,0,1,0,0,0.5,2.4,56,142,99,0.0,0.03,0.02,0.08
2223,Sassuolo,Kaan Ayhan,TUR,Difensore,27,10,0,0,0,0,0.0,0.0,8,15,0,0.0,0.0,0.0,0.0
2223,Sassuolo,Kristian Thorstvedt,NOR,Centrocampista,23,31,2,1,2,0,2.1,1.1,31,60,54,0.16,0.08,0.17,0.09
2223,Sassuolo,Luca D'Andrea,ITA,Attaccante,17,5,0,1,0,0,0.3,0.8,11,9,29,0.0,0.28,0.08,0.23
2223,Sassuolo,Martin Erlic,CRO,Difensore,24,28,0,0,0,0,0.5,0.2,7,65,1,0.0,0.0,0.02,0.01
2223,Sassuolo,Matheus Henrique,BRA,Centrocampista,24,30,4,1,4,0,2.9,1.8,40,116,68,0.18,0.05,0.13,0.08
2223,Sassuolo,Maxime Lopez,FRA,Centrocampista,24,30,0,0,0,0,1.0,2.1,54,210,40,0.0,0.0,0.04,0.08
2223,Sassuolo,Mert Müldür,TUR,,23,2,0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0
2223,Sassuolo,Nadir Zortea,ITA,Difensore,23,10,0,1,0,0,0.2,0.7,24,38,25,0.0,0.14,0.02,0.09
2223,Sassuolo,Nedim Bajrami,ALB,Attaccante,23,18,1,0,1,0,1.9,1.5,23,44,96,0.11,0.0,0.21,0.16
2223,Sassuolo,Pedro Obiang,EQG,Centrocampista,30,17,0,1,0,0,0.4,0.2,0,40,6,0.0,0.1,0.04,0.02
2223,Sassuolo,Riccardo Marchizza,ITA,Difensore,24,10,0,1,0,0,0.0,0.3,3,15,15,0.0,0.32,0.0,0.1
2223,Sassuolo,Rogério,BRA,Difensore,24,36,0,3,0,0,0.5,2.7,110,185,115,0.0,0.09,0.02,0.08
2223,Sassuolo,Ruan,BRA,Difensore,23,23,0,0,0,0,0.5,0.0,6,22,3,0.0,0.0,0.03,0.0
2223,Spezia,Albin Ekdal,SWE,Centrocampista,33,31,0,2,0,0,2.9,1.6,15,80,35,0.0,0.1,0.15,0.08
2223,Spezia,Arkadiusz Reca,POL,Difensore,27,30,1,1,1,0,1.0,2.2,82,79,94,0.04,0.04,0.04,0.09
2223,Spezia,Bartłomiej Drągowski,POL,Portiere,24,34,0,1,0,0,0.0,0.1,0,0,0,0.0,0.03,0.0,0.0
2223,Spezia,Daniel Maldini,ITA,Attaccante,20,18,2,0,2,0,1.2,0.5,13,10,34,0.29,0.0,0.17,0.07
2223,Spezia,Daniele Verde,ITA,Attaccante,26,25,3,0,2,1,2.9,1.3,18,42,57,0.27,0.0,0.26,0.12
2223,Spezia,Dimitris Nikolaou,GRE,Difensore,23,36,1,0,1,0,0.8,0.9,20,105,15,0.03,0.0,0.03,0.03
2223,Spezia,Dávid Strelec,SVK,Attaccante,21,7,0,0,0,0,0.5,0.1,2,1,14,0.0,0.0,0.28,0.05
2223,Spezia,Eldor Shomurodov,UZB,Attaccante,27,15,1,1,1,0,2.8,1.4,7,15,53,0.11,0.11,0.31,0.15
2223,Spezia,Emil Holm,SWE,Difensore,22,20,1,1,1,0,1.2,1.3,41,40,82,0.06,0.06,0.08,0.08
2223,Spezia,Emmanuel Gyasi,GHA,,28,35,2,0,2,0,4.0,1.9,35,52,154,0.06,0.0,0.13,0.06
2223,Spezia,Ethan Ampadu,WAL,,21,31,0,1,0,0,1.1,1.1,28,125,10,0.0,0.03,0.04,0.04
2223,Spezia,Federico Marchetti,ITA,Portiere,39,1,0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0
2223,Spezia,Jacopo Sala,ITA,Centrocampista,30,6,0,0,0,0,0.0,0.0,2,6,3,0.0,0.0,0.0,0.01
2223,Spezia,Jakub Kiwior,POL,Difensore,22,17,0,0,0,0,0.6,0.2,13,37,6,0.0,0.0,0.04,0.01
2223,Spezia,Jeroen Zoet,NED,Portiere,31,5,0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0
2223,Spezia,João Moutinho,POR,,24,4,0,0,0,0,0.0,0.0,0,1,2,0.0,0.0,0.0,0.05
2223,Spezia,Julius Beck,DEN,Centrocampista,17,1,0,0,0,0,0.0,0.0,0,2,0,0.0,0.0,0.0,0.0
2223,Spezia,Kelvin Amian,FRA,Difensore,24,30,0,1,0,0,2.7,2.3,53,102,72,0.0,0.04,0.1,0.09
2223,Spezia,Kevin Agudelo,COL,,23,34,0,1,0,0,1.5,3.0,81,110,100,0.0,0.04,0.06,0.13
2223,Spezia,Leandro Sanca,GNB,Attaccante,22,4,0,0,0,0,0.0,0.0,1,0,3,0.0,0.0,0.0,0.0
2223,Spezia,M'Bala Nzola,ANG,Attaccante,25,31,13,2,10,3,11.0,2.5,50,50,215,0.44,0.07,0.37,0.09
2223,Spezia,Mattia Caldara,ITA,Difensore,28,20,0,0,0,0,0.8,0.0,5,35,4,0.0,0.0,0.06,0.0
2223,Spezia,Mehdi Bourabia,MAR,Centrocampista,30,37,1,3,1,0,2.1,4.4,37,113,58,0.03,0.1,0.07,0.14
2223,Spezia,Mikael Ellertsson,ISL,,20,11,0,0,0,0,0.1,0.0,3,3,4,0.0,0.0,0.07,0.01
2223,Spezia,Petar Zovko,BIH,Portiere,20,1,0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0
2223,Spezia,Petko Hristov,BUL,Difensore,23,9,0,0,0,0,0.1,0.0,2,8,3,0.0,0.0,0.02,0.0
2223,Spezia,Przemysław Wiśniewski,POL,Difensore,24,14,1,0,1,0,1.2,0.7,2,24,1,0.09,0.0,0.11,0.06
2223,Spezia,Raimonds Krollis,LVA,,20,4,0,0,0,0,0.1,0.0,1,2,4,0.0,0.0,0.24,0.06
2223,Spezia,Salvador Ferrer,ESP,Difensore,24,5,0,0,0,0,0.0,0.0,0,1,2,0.0,0.0,0.0,0.02
2223,Spezia,Salvatore Esposito,ITA,Centrocampista,21,15,1,0,1,0,0.7,1.5,4,51,11,0.09,0.0,0.06,0.14
2223,Spezia,Simone Bastoni,ITA,,25,19,2,4,2,0,1.1,1.7,20,32,65,0.15,0.3,0.08,0.13
2223,Spezia,Szymon Żurkowski,POL,Centrocampista,24,10,0,0,0,0,0.6,0.0,9,10,10,0.0,0.0,0.12,0.0
2223,Spezia,Tio Cipot,SVN,Attaccante,19,8,0,0,0,0,0.0,0.1,5,5,17,0.0,0.0,0.02,0.08
2223,Spezia,Viktor Kovalenko,UKR,Centrocampista,26,18,0,0,0,0,1.6,0.6,4,22,28,0.0,0.0,0.26,0.09
2223,Torino,Aleksei Miranchuk,RUS,Centrocampista,26,29,4,5,4,0,2.9,4.2,47,99,105,0.17,0.22,0.12,0.18
2223,Torino,Alessandro Buongiorno,ITA,Difensore,23,34,1,2,1,0,2.2,1.3,13,81,19,0.03,0.07,0.07,0.04
2223,Torino,Andrew Gravillon,GLP,Difensore,24,7,0,0,0,0,0.0,0.0,1,9,0,0.0,0.0,0.0,0.0
2223,Torino,Antonio Sanabria,PAR,Attaccante,26,33,12,4,11,1,9.3,3.0,17,46,139,0.44,0.15,0.34,0.11
2223,Torino,Brian Bayeye,COD,Difensore,22,2,0,0,0,0,0.0,0.0,3,3,5,0.0,0.0,0.0,0.03
2223,Torino,David Zima,CZE,Difensore,21,9,0,0,0,0,0.8,0.1,3,12,5,0.0,0.0,0.17,0.02
2223,Torino,Demba Seck,SEN,,21,19,0,0,0,0,0.6,0.6,29,17,42,0.0,0.0,0.1,0.1
2223,Torino,Emirhan İlkhan,TUR,Centrocampista,18,4,0,0,0,0,0.0,0.1,2,8,3,0.0,0.0,0.05,0.1
2223,Torino,Gvidas Gineitis,LTU,Centrocampista,18,3,0,0,0,0,0.0,0.0,3,6,7,0.0,0.0,0.01,0.0
2223,Torino,Ivan Ilić,SRB,Centrocampista,21,14,2,2,2,0,0.2,1.1,29,66,28,0.15,0.15,0.02,0.08
2223,Torino,Jacopo Segre,ITA,Difensore,25,1,0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0
2223,Torino,Karol Linetty,POL,Centrocampista,27,32,1,0,1,0,1.0,0.9,27,73,32,0.05,0.0,0.05,0.04
2223,Torino,Koffi Djidji,CIV,Difensore,29,34,1,0,1,0,0.9,0.1,11,83,13,0.04,0.0,0.04,0.0
2223,Torino,Michel Ndary Adopo,FRA,,22,9,0,0,0,0,0.1,0.0,2,10,4,0.0,0.0,0.02,0.02
2223,Torino,Mërgim Vojvoda,KVX,Difensore,27,29,0,5,0,0,1.5,3.7,30,125,81,0.0,0.26,0.08,0.19
2223,Torino,Nemanja Radonjić,SRB,,26,28,2,2,2,0,5.0,1.7,86,42,163,0.12,0.12,0.31,0.1
2223,Torino,Nikola Vlašić,CRO,,24,34,5,6,5,0,4.3,4.1,85,106,210,0.16,0.2,0.14,0.14
2223,Torino,Ola Aina,NGA,Difensore,25,19,1,1,1,0,0.8,2.1,35,43,43,0.1,0.1,0.08,0.21
2223,Torino,Perr Schuurs,NED,Difensore,22,30,0,2,0,0,0.9,0.9,14,56,2,0.0,0.08,0.04,0.03
2223,Torino,Pietro Pellegri,ITA,Attaccante,21,18,2,0,2,0,1.5,0.5,4,8,50,0.39,0.0,0.29,0.1
2223,Torino,Ricardo Rodríguez,SUI,Difensore,29,35,0,0,0,0,0.4,1.9,49,133,51,0.0,0.0,0.01,0.07
2223,Torino,Ronaldo Vieira,ENG,Centrocampista,24,2,0,0,0,0,0.0,0.0,0,1,0,0.0,0.0,0.0,0.0
2223,Torino,Samuele Ricci,ITA,Centrocampista,20,28,2,1,2,0,1.7,1.8,43,104,31,0.09,0.04,0.07,0.08
2223,Torino,Saša Lukić,SRB,Centrocampista,25,16,2,0,1,1,1.7,1.4,26,44,33,0.15,0.0,0.13,0.11
2223,Torino,Valentino Lazaro,AUT,Difensore,26,23,0,3,0,0,0.4,2.7,44,74,84,0.0,0.2,0.03,0.18
2223,Torino,Vanja Milinković-Savić,SRB,Portiere,25,38,0,0,0,0,0.0,0.5,0,0,0,0.0,0.0,0.0,0.01
2223,Torino,Wilfried Singo,CIV,Difensore,21,31,2,1,2,0,2.7,1.9,54,67,93,0.09,0.04,0.12,0.08
2223,Torino,Yann Karamoh,FRA,,24,21,4,0,4,0,3.3,0.7,27,12,74,0.5,0.0,0.41,0.09
2223,Udinese,Adam Masina,MAR,Difensore,28,14,2,0,2,0,0.1,0.2,4,24,6,0.23,0.0,0.01,0.02
2223,Udinese,Axel Guessand,FRA,Difensore,17,1,0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0
2223,Udinese,Beto,GNB,Attaccante,24,33,10,1,9,1,10.9,2.6,25,13,121,0.42,0.04,0.46,0.11
2223,Udinese,Bram Nuytinck,NED,Difensore,32,6,0,0,0,0,0.0,0.0,1,4,0,0.0,0.0,0.01,0.0
2223,Udinese,Brandon Soppy,FRA,Difensore,20,1,0,0,0,0,0.1,0.2,4,4,4,0.0,0.0,0.07,0.19
2223,Udinese,Destiny Udogie,ITA,Difensore,19,33,3,4,3,0,2.9,4.2,109,106,155,0.1,0.13,0.1,0.14
2223,Udinese,Enzo Ebosse,CMR,Difensore,23,20,0,0,0,0,0.1,0.0,11,51,20,0.0,0.0,0.01,0.0
2223,Udinese,Festy Ebosele,IRL,Difensore,19,17,0,1,0,0,0.2,0.9,27,17,22,0.0,0.22,0.04,0.19
2223,Udinese,Florian Thauvin,FRA,Attaccante,29,16,0,0,0,0,0.7,1.1,19,24,49,0.0,0.0,0.11,0.17
2223,Udinese,Gerard Deulofeu,ESP,Attaccante,28,16,2,6,2,0,5.1,4.4,72,82,118,0.15,0.45,0.38,0.33
2223,Udinese,Ilija Nestorovski,MKD,Attaccante,32,21,2,1,2,0,1.6,0.5,1,19,29,0.28,0.14,0.23,0.07
2223,Udinese,Isaac Success,NGA,Attaccante,26,30,1,6,1,0,3.3,4.0,37,53,200,0.05,0.3,0.17,0.2
2223,Udinese,Jaka Bijol,SVN,Difensore,23,32,3,2,3,0,2.2,1.6,3,66,7,0.1,0.07,0.07,0.05
2223,Udinese,James Abankwah,IRL,Difensore,18,2,0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0
2223,Udinese,Jean-Victor Makengo,FRA,Centrocampista,24,16,0,1,0,0,0.4,0.5,18,36,31,0.0,0.11,0.04,0.05
2223,Udinese,Kingsley Ehizibue,NED,Difensore,27,27,2,0,2,0,2.0,0.9,29,40,69,0.12,0.0,0.12,0.06
2223,Udinese,Lazar Samardzic,SRB,Centrocampista,20,37,5,4,5,0,2.4,3.7,34,100,65,0.24,0.19,0.12,0.18
2223,Udinese,Leonardo Buta,POR,Difensore,20,2,0,0,0,0,0.0,0.0,1,1,1,0.0,0.0,0.0,0.0
2223,Udinese,Marco Silvestri,ITA,Portiere,31,38,0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0
2223,Udinese,Marvin Zeegelaar,NED,Difensore,31,7,1,0,1,0,0.2,0.2,6,9,11,0.25,0.0,0.05,0.04
2223,Udinese,Mato Jajalo,BIH,Centrocampista,34,3,0,0,0,0,0.0,0.0,0,4,1,0.0,0.0,0.07,0.07
2223,Udinese,Nehuén Pérez,ARG,Difensore,22,34,2,0,2,0,1.0,0.5,23,101,26,0.06,0.0,0.03,0.02
2223,Udinese,Nicolò Cocetta,ITA,Difensore,18,1,0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0
2223,Udinese,Roberto Pereyra,ARG,,31,34,5,7,5,0,4.7,5.5,66,143,186,0.16,0.22,0.15,0.18
2223,Udinese,Rodrigo Becão,BRA,Difensore,26,28,2,1,2,0,1.5,0.6,19,98,48,0.07,0.04,0.05,0.02
2223,Udinese,Sandi Lovrić,SVN,Centrocampista,24,37,5,6,5,0,4.8,3.2,42,105,90,0.19,0.23,0.18,0.12
